国家（中文）,国家（英文）,公司名称,@type,foundingDate,numberOfEmployees,name,description,json_url
阿联酋,United Arab Emirates,Gilbarco Veeder-Root MEA,Organization,1870.0,,Gilbarco Veeder-Root MEA,Gilbarco Veeder-Root creates the retail and commercial petroleum industry s most comprehensive suite of flexible  adaptable  long-lasting products in order to solve our customers  business challenges while building their bottom lines  and we back them up with the industry s best services and field support for peace of mind.  Gilbarco Veeder-Root is the global leader in technology solutions  from the forecourt to the c-store. At Gilbarco  we re the industry leader because we understand the fueling industry  our customers and what today s business needs demand. No other company delivers our level of expertise. Gilbarco designs with our customers in mind  relentlessly innovating to create forward-thinking  truly integrated products that work well now and in the future.  When you choose Gilbarco  you re working with the best minds in the business  and getting the proven expertise and technology designed to make your life easier and your business more profitable.   The Middle East & Africa headquarters are situated in Dubai  UAE with regional representation throughout the Middle East and African continent.,
阿联酋,United Arab Emirates,Ginnovo Group,Organization,2013.0,1-10,Ginnovo Group,Ginnovo is an emerging Wireline Logging Solution Provider currently operating in the MENA region. Ginnovo’s main objective is to tailor solutions in order to help the Oil & Gas Operators to retrieve useful data & information that describes the downhole conditions and reservoir performance  optimizing lifetime production and avoiding issues that could interrupt your operations. Our fully-trained experts in the field and our fleet of new wireline trucks  which are equipped with cutting-edge data-acquisition systems  provide our clients with cased-hole wireline services with a world-class performance & service quality.,
阿联酋,United Arab Emirates,Global Gases Group FZE,Organization,2002.0,,Global Gases Group FZE,The Global Gases Group is committed to the future with the strongest devotion to safety and responsible stewardship of the environment. ,
阿联酋,United Arab Emirates,Global Pageant Inspection,,,,,,
阿联酋,United Arab Emirates,Global Petro Tech,,,,,,
阿联酋,United Arab Emirates,Global Petroleum Business & Trading,Organization,1997.0,,Global Petroleum Business & Trading,Since 1997 years Global Petroleum has established as a 100% national Establishment to supply the services of high caliber engineering personnel to the national Oil and Gas industry  both on a contract and direct hire basis.  Our highly experienced recruitment team utilizes one of the industry s most comprehensive personnel databases  this enables us to respond rapidly to our clients’ individual requirements. Quality is of primary importance in all of Global Petroleum. Accordingly  we are ISO 9001: 2008 accredited by Bureau VERITAS   for the provision of specialized recruitment services to the offshore and onshore oil  gas and petrochemical industries .   We are also licensed by UAE ministry of labor to provide recruitment services and from supreme Petroleum for offshore and onshore oil and gas field facilities services. Global Petroleum combines best conventional practice with modern and updated e-recruitment technology emphasizing our place at the forefront of oil and gas recruitment in UAE.,
阿联酋,United Arab Emirates,Global Piping Material FZCO,Organization,2006.0,11-50,Global Piping Material FZCO,Global Piping Material FZCO deals in Pipes  Fittings  Flanges and Valves for applications in Oil & Gas  power generation and other industrial sectors. Global Piping Material specializes in materials such as carbon steel  stainless steel  duplez and super duplex steels  hastelloy and materials for specialized applications such as ones with high wall thickness.  Located in the Jebel Ali Free Zone  Dubai U.A.E  Global piping Material premises comprises of a 6000sq.m open stock yard  2200 sq.m covered warehouse and 1200 sq.m office all located on a 10000 sq.m plot.,
阿联酋,United Arab Emirates,Global Process Systems,Organization,1999.0,,Global Process Systems,Global Process Systems (GPS) provides modularised solutions on an EPC basis for process and utilities facilities in the upstream and downstream hydrocarbons industries.  With project delivery centres in Dubai   Kuala Lumpur and Singapore and fabrication facilities in Abu Dhabi and  Indonesia  GPS can provide a true full cycle EPC delivery for projects.,
阿联酋,United Arab Emirates,Global Resource Design Middle East LLC,Organization,,11-50,Global Resource Design Middle East LLC,Global Resource Design Middle East is an Engineering  Procurement  Construction Management & Commissioning service provider for Oil & Gas projects in the MENA region.   ,
阿联酋,United Arab Emirates,Golden Eagle Co LLC,Organization,1991.0,11-50,Golden Eagle Co LLC,Established in Abudhabi  UAE in the year 1991.GOE has been serving to the various requirements Of the Oil & Gas   LNG   Petrochemical   Process  Fertilizers  Water & Power  and Construction Industries.  GOE work to provide Engineering services for Mechanical  Electrical  Instrumentation and Engineering Products for the Oil and Gas and Power plants. GOE provides Service contracts in collaboration with multinationals for the Oil and Gas requirements ,
阿联酋,United Arab Emirates,Golden Falcon Technical Services,Organization,2001.0,11-50,Golden Falcon Technical Services,Golden Falcon Technical Services was established in 2001 in Abu Dhabi  United Arab Emirates and has evolved into a prominent product and services company  providing for the local UAE thriving market.  Today  GFTS is a leading provider of products and services that cater not only to the Oil and Gas Industry  but other industries across the UAE. Our commitment is to deliver the latest technologies and services available in the world market matching the phenomenal growth of UAE and its industries.  Through its strategic partnerships with international organizations  GFTS has been established as professional and premier company in Abu Dhabi  UAE  in meeting its clients  requirements through higher quality standards  after sales service and technical support.,
